Molecule Name,CDD Number,SMILES,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: IC50 (µM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Standard Deviation (×/÷),ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg IC50 (uM) Count,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: Avg pIC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LE avg IC50,ProteaseAssay_Fluorescence_Dose-Response_Weizmann: LLE
CVD-0003628,CDD-2368815,Cc1ccncc1NC(=O)Nc1cccc(c1)C#N,> 99.0,> 99.0,,1,< 4.0,< 0.295,< 1.73
CVD-0003626,CDD-2368814,CC(C(=O)Nc1cnccc1C)c1cccc(c1)C#N,54.7,54.9,1.01,2,4.3,0.298,1.52
CVD-0003626,CDD-2368814,CC(C(=O)Nc1cnccc1C)c1cccc(c1)C#N,55.2,54.9,1.01,2,4.3,0.298,1.52
CVD-0003624,CDD-2368813,Cc1ccncc1NC(=O)Cc1cccc(c1)C#N,59,61.3,1.06,2,4.2,0.31,2.02
CVD-0003624,CDD-2368813,Cc1ccncc1NC(=O)Cc1cccc(c1)C#N,63.7,61.3,1.06,2,4.2,0.31,2.02
CVD-0003622,,Cc1c(N)cncc1NC(=O)Cc1cccc(c1)C#N,16.1,16.1,,1,4.8,0.336,3.43
CVD-0003621,CDD-2368812,CC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,25.2,26.2,1.06,2,4.6,0.338,1.09
CVD-0003621,CDD-2368812,CC(C(=O)Nc1cnccc1C)c1cccc(Cl)c1,27.2,26.2,1.06,2,4.6,0.338,1.09
CVD-0003615,CDD-2368811,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,61,64.4,1.08,2,4.2,0.326,1.17
CVD-0003615,CDD-2368811,Cc1ccncc1NC(=O)Nc1cccc(Cl)c1,68,64.4,1.08,2,4.2,0.326,1.17
CVD-0003584,,CS(=O)(=O)N1CCc2ccc(CN3CCN(CC3)C(=O)CCl)cc2C1,40.2,40.2,,1,4.4,0.246,4.17
CVD-0003524,,NS(=O)(=O)c1ccc2CCN(CC3CCN(CC3)C(=O)CCl)Cc2c1,19.5,19.5,,1,4.7,0.264,3.9
CVD-0003521,,ClCC(=O)N1CCN(Cc2cc(Cl)ccc2CNC(=O)[C@@H]2CCCOC2)CC1,12.1,12.1,,1,4.9,0.246,3.27
CVD-0003519,,ClCC(=O)N1CCN(Cc2cc(Cl)ccc2CNC(=O)N2CCOCC2)CC1,3.8,3.8,,1,5.4,0.271,4.45
CVD-0003482,CDD-2368675,ClCC(=O)N1CCN(CC1)C(c1ccccc1)c1ccccc1,1.98,1.98,,1,5.7,0.347,2.39
CVD-0003222,CDD-2368805,CCC(C)(C)CCN(Cc1ccsc1)C(=O)Cn1nnc2ccccc12,78.5,78.5,,1,4.1,0.221,-0.298
CVD-0003037,,ClCC(=O)N1CCN(Cc2cc(Cl)cc(Cl)c2)CC1,1.89,1.89,,1,5.7,0.422,2.99
CVD-0002991,,Cc1cccc(c1)C1CN(Cc2ccccc12)C(=O)CCl,2,2,,1,5.7,0.38,1.97
CVD-0002989,,ClCC(=O)N1CC(c2cccc(c2)C#N)c2ccccc2C1,1.17,1.17,,1,5.9,0.377,2.86
CVD-0002988,,Nc1cccc(c1)C1CN(Cc2ccccc12)C(=O)CCl,9.23,9.23,,1,5,0.336,2.65
CVD-0002982,,Cc1cc(Cl)cc(CC2CCN(CC2)C(=O)CCl)c1,3.57,3.57,,1,5.4,0.401,1.66
CVD-0002888,,Oc1ccc(O)c(CN2CCN(CC2)C(=O)CCl)c1,37.4,37.4,,1,4.4,0.326,3.51
CVD-0002831,,NS(=O)(=O)CCc1ccccc1CN1CCN(CC1)C(=O)CCl,2.72,2.72,,1,5.6,0.339,5.38
CVD-0002743,,COCCc1ccc(Cl)cc1CN1CCN(CC1)C(=O)CCl,2.2,2.2,,1,5.7,0.36,3.36
CVD-0002739,,COCc1cc(Cl)cc(CN2CCN(CC2)C(=O)CCl)c1,4.77,4.77,,1,5.3,0.355,3.32
CVD-0002737,CDD-2366056,ClCC(=O)N1CCN(Cc2cccc3ccccc23)CC1,5.76,5.76,,1,5.2,0.349,2.72
CVD-0002736,,COc1ccc(cc1OC)C1CC(=NN1C(=O)CCl)c1ccccc1,0.543,0.543,,1,6.3,0.351,3.14
CVD-0002730,,ClCC(=O)N1CCN(Cc2cnc(Cc3ccccc3)s2)CC1,29.8,29.8,,1,4.5,0.276,2.25
CVD-0002720,CDD-2366221,ClCC(=O)N1CCN(Cc2cccc(Cl)c2)CC1,2.48,3.14,1.4,2,5.5,0.428,3.37
CVD-0002720,CDD-2366221,ClCC(=O)N1CCN(Cc2cccc(Cl)c2)CC1,3.97,3.14,1.4,2,5.5,0.428,3.37
CVD-0002718,,CC1CN(Cc2cccc(Cl)c2)CCN1C(=O)CCl,7.73,7.73,,1,5.1,0.377,2.57
CVD-0002717,,ClCC(=O)N1CCN(CC1)C1(CC1)c1cccc(Cl)c1,42.1,52.3,1.36,2,4.3,0.3,1.76
CVD-0002717,,ClCC(=O)N1CCN(CC1)C1(CC1)c1cccc(Cl)c1,64.9,52.3,1.36,2,4.3,0.3,1.76
CVD-0002709,CDD-200462,O=C(N1CCN(CC1)c1ccccc1)c1cc(=O)[nH]c2ccccc12,27.5,27.5,,1,4.6,0.255,2.09
CVD-0002708,CDD-211301,Cc1cc(C)c(C)c(c1C)S(=O)(=O)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,8.74,8.46,1.05,2,5.1,0.222,1.61
CVD-0002708,CDD-211301,Cc1cc(C)c(C)c(c1C)S(=O)(=O)N1CCN(CC1)C(=O)c1cc(=O)[nH]c2ccccc12,8.19,8.46,1.05,2,5.1,0.222,1.61
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,5.44,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,12.1,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,9.48,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,9.99,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,11.9,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,3.7,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,3.76,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,7.52,7.23,1.57,9,5.1,0.288,3.15
CVD-0002707,CDD-258969,COc1ccccc1OCCNC(=O)c1cc(=O)[nH]c2ccccc12,7.02,7.23,1.57,9,5.1,0.288,3.15
CVD-0002706,CDD-2279045,COc1ccc(cc1OC)C1CC(=NN1C(=O)CCl)c1cccs1,2,1.87,1.1,2,5.7,0.334,2.69
CVD-0002706,CDD-2279045,COc1ccc(cc1OC)C1CC(=NN1C(=O)CCl)c1cccs1,1.75,1.87,1.1,2,5.7,0.334,2.69
CVD-0002510,,Cc1cccc(CC2CCN(CC2)C(=O)CCl)c1,14.7,14.7,,1,4.8,0.376,1.65
CVD-0002492,,CC(CCc1ccccc1)N1CCN(CC1)C(=O)CCl,20.3,20.3,,1,4.7,0.329,2.02
CVD-0001902,CDD-2368856,CCc1cccc(C)c1NC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(F)(F)F)c1cccnc1,97.8,97.8,,1,4,0.165,-1.8
CVD-0001901,CDD-2368855,CCc1cccc(NC(=O)C(N(C(=O)C=C)c2ccc3ncsc3c2)c2cccnc2)c1,55,59,1.1,2,4.2,0.185,-0.332
CVD-0001901,CDD-2368855,CCc1cccc(NC(=O)C(N(C(=O)C=C)c2ccc3ncsc3c2)c2cccnc2)c1,63.3,59,1.1,2,4.2,0.185,-0.332
CVD-0001891,CDD-2368851,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cccnc2)cc1,45.6,46,1.01,2,4.3,0.184,0.155
CVD-0001891,CDD-2368851,COc1ccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(F)(F)F)c2cccnc2)cc1,46.4,46,1.01,2,4.3,0.184,0.155
CVD-0001887,CDD-2368885,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1cc(on1)C(C)(C)C)c1cccnc1,> 99.0,> 99.0,1,2,< 4.0,< 0.200,< 1.08
CVD-0001887,CDD-2368885,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1cc(on1)C(C)(C)C)c1cccnc1,> 99.0,> 99.0,1,2,< 4.0,< 0.200,< 1.08
CVD-0001880,CDD-2368879,CCc1cccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(C)OC)c2cccnc2)c1,65,66.4,1.03,2,4.2,0.177,-0.535
CVD-0001880,CDD-2368879,CCc1cccc(NC(=O)C(N(C(=O)C=C)c2ccc(cc2)C(C)OC)c2cccnc2)c1,67.8,66.4,1.03,2,4.2,0.177,-0.535
CVD-0001878,CDD-2368877,CCc1cccc(NC(=O)C(N(C(=O)C=C)c2cc(on2)C(C)(C)C)c2cccnc2)c1,> 99.0,> 99.0,,1,< 4.0,< 0.175,< -0.840
CVD-0001870,CDD-2368892,CC(C)(C)NC(=O)C(N(C(=O)C=C)c1ccc(cc1)C(C)(C)C)c1cccnc1,> 99.0,> 99.0,,1,< 4.0,< 0.193,< -0.0394
CVD-0001869,CDD-2366261,ClCC(=O)N1CCN(Cc2ccsc2)CC1,3.74,3.5,1.1,2,5.5,0.477,4.15
CVD-0001869,CDD-2366261,ClCC(=O)N1CCN(Cc2ccsc2)CC1,3.27,3.5,1.1,2,5.5,0.477,4.15
CVD-0001868,CDD-2366047,ClCC(=O)N1CCN(Cc2cccs2)CC1,6.77,6.19,1.14,2,5.2,0.456,3.77
CVD-0001868,CDD-2366047,ClCC(=O)N1CCN(Cc2cccs2)CC1,5.66,6.19,1.14,2,5.2,0.456,3.77
CVD-0001867,CDD-2366058,Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)CCl,5.05,4.55,1.16,2,5.3,0.374,4.56
CVD-0001867,CDD-2366058,Fc1cccc(c1)S(=O)(=O)N1CCN(CC1)C(=O)CCl,4.1,4.55,1.16,2,5.3,0.374,4.56
CVD-0001866,CDD-2366052,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1cccs1,2.26,2.16,1.06,2,5.7,0.441,5.08
CVD-0001866,CDD-2366052,ClCC(=O)N1CCN(CC1)S(=O)(=O)c1cccs1,2.07,2.16,1.06,2,5.7,0.441,5.08
CVD-0001865,CDD-2366051,Fc1cccc(F)c1S(=O)(=O)N1CCN(CC1)C(=O)CCl,3.14,3.28,1.06,2,5.5,0.366,4.56
CVD-0001865,CDD-2366051,Fc1cccc(F)c1S(=O)(=O)N1CCN(CC1)C(=O)CCl,3.43,3.28,1.06,2,5.5,0.366,4.56
CVD-0001862,CDD-2366143,ClCC(=O)Nc1cccc(c1)N1CCCC1=O,68.7,70.3,1.03,2,4.2,0.342,3.08
CVD-0001862,CDD-2366143,ClCC(=O)Nc1cccc(c1)N1CCCC1=O,72,70.3,1.03,2,4.2,0.342,3.08
CVD-0001774,,Oc1ccc(cc1NC(=O)C=C)C(=O)NC[C@H](Cc1ccccc1)c1ccccn1,> 99.5,> 99.5,,1,< 4.0,< 0.187,< 0.318
CVD-0001773,,OC[C@@H](NC(=O)c1ccc(CNC(=O)C=C)cc1)c1ccc(Br)c(F)c1,> 99.5,> 99.5,,1,< 4.0,< 0.216,< 1.25
CVD-0001772,,Brc1ccsc1CN(CCN1CCOCC1)C(=O)CNC(=O)C=C,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 2.73
CVD-0001771,,Cc1[nH]c2c(CNC(=O)c3ccc(CNC(=O)C=C)cc3)cc(C)cc2c1C,> 99.5,> 99.5,,1,< 4.0,< 0.200,< 0.204
CVD-0001770,,O[C@@H](CN(Cc1ccccc1)C(=O)CNC(=O)C=C)c1cccs1,> 99.5,> 99.5,,1,< 4.0,< 0.233,< 2.20
CVD-0001724,,Clc1cccc(c1)N(CCC1CCCCC1)C(=O)Nc1cccnc1,3.06,3.06,,1,5.5,0.309,0.665
CVD-0001578,CDD-14195,CC(=O)NCCc1c[nH]c2ccc(O)cc12,> 99.5,> 99.5,,1,< 4.0,< 0.350,< 3.00
CVD-0001317,,Cc1cc(C)nc(NC2CCN(CC2)C(=O)CCl)n1,27.6,27.6,,1,4.6,0.336,4.3
CVD-0001273,,ClCC(=O)N1CCN(CC1)C(C1CCCCC1)c1ccccc1,2.98,4.13,1.59,2,5.4,0.328,1.68
CVD-0001273,,ClCC(=O)N1CCN(CC1)C(C1CCCCC1)c1ccccc1,5.72,4.13,1.59,2,5.4,0.328,1.68
CVD-0001269,,ClCC(=O)N1CCN(CC1)C(C1CCOCC1)c1ccccc1,15.1,20.7,1.56,2,4.7,0.285,2.68
CVD-0001269,,ClCC(=O)N1CCN(CC1)C(C1CCOCC1)c1ccccc1,28.4,20.7,1.56,2,4.7,0.285,2.68
CVD-0001235,,CN(CC(=O)Nc1cnccc1C)S(=O)(=O)c1cccc2cccnc12,> 99.0,> 99.0,,1,< 4.0,< 0.216,< 2.61
CVD-0001113,,CC(=O)NCCc1c[nH]c2c(CN3CCN(CC3)C(=O)CCl)cccc12,17.4,17.4,,1,4.8,0.256,3.9
CVD-0001112,,ClCC(=O)Nc1nc2c(cccc2s1)S(=O)(=O)NCCc1ccccc1,37.5,13.9,2.73,3,4.9,0.262,1.44
CVD-0001112,,ClCC(=O)Nc1nc2c(cccc2s1)S(=O)(=O)NCCc1ccccc1,14.2,13.9,2.73,3,4.9,0.262,1.44
CVD-0001112,,ClCC(=O)Nc1nc2c(cccc2s1)S(=O)(=O)NCCc1ccccc1,5.03,13.9,2.73,3,4.9,0.262,1.44
CVD-0001111,,CS(=O)(=O)N1CCN(CC1c1ccccc1)C(=O)CCl,10.6,10.6,,1,5,0.348,4.67
CVD-0000886,,CC(NC(=O)CCl)c1cc(F)cc(Cl)c1,27.9,27.9,,1,4.6,0.425,1.94
CVD-0000884,CDD-2368774,OCC(NC(=O)CCl)c1cccc(Cl)c1,> 99.0,> 99.0,,1,< 4.0,< 0.374,< 2.58
CVD-0000864,,CC(NC(=O)CCl)c1cc(Cl)cc(c1)-c1ccc(cc1)S(N)(=O)=O,0.466,0.466,,1,6.3,0.369,3.6
CVD-0000837,,COc1cc(CN2CCN(CC2)C(=O)CCl)c2ccccc2c1,2.75,2.75,,1,5.6,0.339,3.2
CVD-0000836,,ClCC(=O)N1CCN(Cc2cc(cc3ccccc23)C#N)CC1,4.61,4.61,,1,5.3,0.325,2.97
CVD-0000717,CDD-2368767,Nc1cncc(NC(=O)Nc2cccc(c2)C#N)c1,54.3,54.3,,1,4.3,0.314,3.34
CVD-0000712,CDD-2368766,O=C(Cc1cncc2ccccc12)Nc1ccccc1,53.9,57.5,1.1,2,4.2,0.297,1.42
CVD-0000712,CDD-2368766,O=C(Cc1cncc2ccccc12)Nc1ccccc1,61.3,57.5,1.1,2,4.2,0.297,1.42
CVD-0000710,CDD-2368765,O=C(Cc1cncc2ccccc12)Nc1cccc(c1)C#N,25.3,26.7,1.08,2,4.6,0.291,1.9
CVD-0000710,CDD-2368765,O=C(Cc1cncc2ccccc12)Nc1cccc(c1)C#N,28.2,26.7,1.08,2,4.6,0.291,1.9
CVD-0000702,CDD-2368760,O=C(Nc1c[nH]c2ncccc12)Nc1cccc(c1)C#N,63.6,63.6,,1,4.2,0.28,1.97
CVD-0000654,,ClCC(=O)N1CC2CC1CN2Cc1cccc(Cl)c1,2.17,2.17,,1,5.7,0.417,3.53
CVD-0000649,,CC(C)C[C@@H]1CN(CCN1Cc1cccc(Cl)c1)C(=O)CCl,0.784,0.784,,1,6.1,0.389,2.3
CVD-0000590,CDD-2368937,Clc1ccc(-c2ccccc2)c(c1)C(=O)Nc1cccnc1,39.1,39.1,,1,4.4,0.281,0.309
CVD-0000586,CDD-2368936,Oc1ccc(Cl)cc1C(=O)Nc1cnccc1Cl,24.2,24.2,,1,4.6,0.359,1.86
CVD-0000464,,CCNc1ncc(cc1CN1CCN(CC1)C(=O)CCl)C#N,3.22,3.22,,1,5.5,0.35,4.9
CVD-0000282,CDD-2368744,Cn1nncc1CC(=O)NC(c1nc2ccccc2n1C)c1ccccc1,35.7,35.7,,1,4.4,0.231,2.21
CVD-0000033,,COc1cc(Cl)cc(OC(=O)Nc2cccnc2)c1,6.68,6.68,,1,5.2,0.381,2.46
